filename,length,feature_length
-SPKve6eri0,13,49
1qplYD9tXOo,50,197
1FSwHv8lKUA,53,209
0VU0xMqlFwc,50,198
7YCc2jtJ55Y,46,182
_Bih7lCMSz8,52,205
0hBSRGg_Ebc,45,177
C-fRZcWsRYM,59,234
3EcCYA68m_w,35,137
1D3bVkbScdE,44,173
5BoaJGgfHwg,47,185
7Z3Cw2DagLA,43,169
1oowc-0MpfY,42,165
4a7I5o_PFnc,42,165
-zXAV9pimB4,45,178
-Zd-ZSnZ3so,46,179
Ggp-EXdusSM,40,157
r_MVCCgSSy4,17,63
0FI78Sv_BL4,44,173
IZLn7IjGJKI,45,177
15MZldZnfHo,52,205
0ge-wKTSBnE,42,166
3PO5rwrd6ok,40,157
-zSj1VpdbdE,26,101
2fKa9tQwQLk,24,93
2NFX_b3owF8,45,177
0lFf-HP86Q0,45,177
46IWQpa2v64,47,185
AHEajyD8G9Y,39,152
5ZtB9FnUIZs,42,166
5YEMl_guVQw,44,173
67zRXjXpAuY,43,169
0nbLjqV1t4E,45,177
AraV2kvytIY,46,181
kV9bDDyCiEM,40,156
ADVEdfStDaI,58,229
5FJOEsNJVkk,39,153
38a6_19txtU,44,173
01MWUU_A6bk,42,165
HP4bUf_w4hU,45,177
7PK3nvCihMk,24,94
4Kz-SqOTIiA,42,165
2UuUxUmhugo,44,173
1xYK8R2j2dg,45,177
-y7tnKy2Kgw,27,106
0Xe0ar3K75I,49,193
0zpBbj0xXII,38,149
15JzLyroGRg,41,161
Lz1snRkaO_Y,45,177
7KbjC27nYtc,46,181
0pfj60ojV48,52,205
4DcXB80NZlc,49,193
3PMy6CjciUM,48,189
3eBoAlHnttY,44,173
1p8GXBIollA,60,237
12GRalQDzYc,22,86
AACErcXlc3U,18,67
Tm27YwuQcAI,34,131
-l_0OVI9D28,38,149
0ObHwIOY0D8,44,173
-jaNyviaZ0c,60,237
E7q_QwLYI8U,44,173
6mtnv7SDQqw,46,180
3acUK1hqWl4,53,209
AIDJFkDURPY,38,149
99R6mOMSCJ0,41,161
A8sekUWtguE,37,146
0e-juaQZ-bM,31,122
0eq4AberCIY,27,104
y1orCLNC7bw,47,185
5kblkg0QDzo,24,92
1iXKgat2Ejc,35,135
4EPu7vscwIU,16,62
3hLxPQpmfQo,51,201
A458iJLZGvg,54,213
WN7rUSqKEPM,59,231
5Xie69_wY8g,47,185
1MVOkDjAAVs,51,200
4AgnH-5hgIw,39,153
jomEE8zBjlg,31,121
6WdMSnWhppk,47,185
XS_Nwd8dxE0,49,193
FgzVC4jxtxg,48,189
8__s_nKl7K0,44,173
4zh7vIS5Tj4,29,114
19TjZrYIMWk,41,161
Fv0gbxIlOU8,39,153
-n0RTmmrs-0,45,177
AF3Sc6D0Yms,44,173
202DizALApg,42,165
IjP30CoPX14,50,197
1VAkPqd10bg,51,200
uRhiZy8FsSU,60,237
BMZXJzg3aAY,17,63
B6V6cA5p08M,40,157
0Z75-s5ZPjc,32,123
P5Au94IeCXc,44,173
1HfXI5zI6Jg,38,149
-I95CtfMOLA,31,122
5tMrPTVllFk,12,46
-yi_lQ3jyl8,51,201
1NE2dmjeEGw,33,130
eiyyoUt64Zc,47,185
AJpUJNK8JXA,38,148
-8Zeh__mQWY,19,74
JgxIyaKdwZc,58,230
EfYf7arPeNk,22,83
1pxCe0BURHA,43,169
5FlugtdCIlo,57,224
6CLcrXCpm14,49,193
3MPS1rD7lzs,45,178
3Fluns8nl3Y,38,149
2vQ-f5_MBtg,41,161
6Z5OKCiviG8,48,189
BBgW_3zDdto,48,189
-AMxYKovZGQ,36,141
29Vt10n1jYw,44,172
3qFQAqXYLZY,27,103
2Lej8aE00uw,45,178
sVF7Q_IwoWY,46,181
-t3ETssuUYQ,38,149
98ZM90poqNE,53,209
0KVNdWwHfFU,40,157
W_WQY6-4hWY,43,169
6ehfIUwft3U,44,173
9rw3qz2ouRQ,47,185
5UBA5w2Nb20,39,152
TstsLM4IUV8,38,149
2lZWO-gkYSw,49,193
_Y-r06UNOoc,42,165
-vixuXFb0qw,47,185
ey4343JKiis,37,145
Z9K1CVbAWAg,26,100
SJVuopldMyU,37,145
10WnOX5FBKI,50,196
NszOg5SuMt4,44,171
4WUABQYm7ZU,40,157
77qq2Taphag,56,221
5ec27xKLMQQ,15,57
4BiiXbPZdvE,20,75
2pXIwao8EJk,26,99
2y5c3RUMpqA,45,177
3gsxCNiZGNI,30,116
1XBz00U_pv0,45,177
HwGK5RvNOFI,43,169
SRPrQ6W_CgM,43,169
1JArN6rag8s,60,237
7Qr1ncg86N4,36,141
T8Vq2711kQU,44,173
EzCuOP46kpM,18,69
B_uGATg91fE,35,137
3lXNVqBnN5o,11,41
48HFZ684x9s,36,142
1GENbIxWBD8,24,93
3qebnkmvjiw,48,189
WatvT8A8iug,46,180
MfavlJej70A,50,199
0MlzwOND5w8,42,165
AN60q9nSnMk,44,174
2vbZtRDZSSE,37,145
62xEtryKV3c,44,173
H49z-gNd_08,50,197
2s8l7_MTk5Q,35,137
-zI7FN8cMIE,42,165
CFRfL0fmAOU,43,169
1pZTC67xdnE,46,181
2Qk6tJHVP2o,31,122
0jPN5nGZ1zQ,42,165
6z_pfZ6Rvfs,46,181
KcC_g1wPovM,48,189
DsNAn_KnHDs,51,199
5U1HKCW8Cfk,51,201
Oew6XicL4Ks,46,181
3UqX9BdzosQ,39,153
m98BKPAD-84,39,153
ATq96KU_biQ,38,149
G5LqrMcq1QE,31,120
qUF8raImRZM,54,213
Ms-M0gM_Sy8,46,181
XS-3djsJWTA,48,189
656i8ZTECTE,44,173
HKN2548Ts6A,53,207
gT1HfA-JhYc,34,133
EeGWe8e_2jg,40,156
55Ypr_uAdpU,50,196
6K_sU6-dp0Q,40,157
5bTE5fbxDsc,43,169
-jaY3LS3Dv0,42,165
9A-617sP3zo,40,155
1RSK3TFru0g,45,177
0AjVoocKAhc,55,218
-IFrazA2nwU,46,181
0LwSy-xZSPw,43,169
-dWlxtczn7E,45,177
2qldSK1lSAM,50,197
6aXhoqBt3D0,46,181
1uaOgz0VAVI,46,181
2bvGjlgZ9Io,43,169
4QEyHRT0BCY,22,84
3B3IcfsjGSg,39,153
4n5663oxxDU,50,197
MVLEz28ZdFU,52,205
5SPuxVBDehY,38,149
Nns8o0ZwcFg,46,181
-D8dsr8DfW8,37,145
VSf-6xznJyk,46,181
LC1Bw1Rgnj8,22,84
-Fyb0KlZxOc,40,157
0XxXJcdf_zk,60,237
1XP6t4NAMls,41,159
0sKcF8bWBZM,44,173
